Date,Humidity,Events,Weather,Rainfall,Tourism_Demand
2015-03,71.73,Ibaka,Cloudy,11.33,1540
2015-04,85.71,Ibom Food Fest,Sunny,20.01,1661
2015-05,67,Ekpo Display,Sunny,48.37,1679
2015-06,90.46,Ekpo Display,Cloudy,13.69,1477
2015-07,99.81,Ibeno Beach,Sunny,36.38,1748
2015-08,76.01,Ibeno Beach,Stormy,39.67,1441
2015-09,81.52,Ekpo Display,Cloudy,103.46,1504
2015-10,60.44,Ibeno Beach,Rainy,201.23,1431
2015-11,92.47,Local Sports Event,Sunny,32.13,1656
2015-12,96.69,Local Sports Event,Rainy,42.62,2016
2016-01,82.94,Ekpo Display,Rainy,201.97,1988
2016-02,60.09,Ibom Food Fest,Cloudy,117.81,1963
2016-03,73.44,Ibom Food Fest,Sunny,16.47,1720
2016-04,86.69,Ibaka,Sunny,20.63,1689
2016-05,98.65,Ibaka,Stormy,258.88,1349
2016-06,77,Ibom Food Fest,Cloudy,66.19,1513
2016-07,96.76,Local Sports Event,Sunny,19.55,1700
2016-08,60.32,Ibeno Beach,Sunny,15.24,1668
2016-09,64.68,Local Sports Event,Sunny,34.95,1692
2016-10,65.53,Ibeno Beach,Cloudy,47.14,1547
2016-11,85.33,Ibeno Beach,Cloudy,209.43,1473
2016-12,87.56,Ibom Food Fest,Sunny,36.44,2232
2017-01,85.65,Ibeno Beach,Sunny,47.84,2178
2017-02,91.78,Local Sports Event,Sunny,44.68,2158
2017-03,91.25,Ibom Food Fest,Cloudy,199.99,1512
2017-04,82.69,Ibom Food Fest,Sunny,30.06,1686
2017-05,72.53,Ibeno Beach,Sunny,11.05,1729
2017-06,88.01,Ibom Food Fest,Sunny,15.42,1696
2017-07,89.4,Ibeno Beach,Cloudy,283.76,1440
2017-08,60.17,Ibom Food Fest,Sunny,32.23,1689
2017-09,98.55,Ibom Food Fest,Cloudy,227.76,1430
2017-10,66.86,Ibom Food Fest,Cloudy,182.14,1455
2017-11,65.41,Ibaka,Sunny,38.54,1740
2017-12,76.34,Local Sports Event,Cloudy,63.88,2044
2018-01,98.75,Ibeno Beach,Sunny,34.34,2229
2018-02,77.71,Local Sports Event,Rainy,25.67,1974
2018-03,83.58,Ibom Food Fest,Stormy,161.89,1350
2018-04,69.34,Ibeno Beach,Sunny,10.58,1724
2018-05,77.02,Ekpo Display,Sunny,8.89,1686
2018-06,79.17,Ibaka,Cloudy,192.2,1538
2018-07,88.41,Local Sports Event,Sunny,1.1,1666
2018-08,81.12,Local Sports Event,Sunny,17.07,1719
2018-09,62.15,Ibom Food Fest,Cloudy,205.16,1416
2018-10,62.6,Ekpo Display,Sunny,42.82,1707
2018-11,88.61,Local Sports Event,Cloudy,90.75,1517
2018-12,73.21,9999 Carol Night,Stormy,34.59,1905
2019-01,88.34,Ekpo Display,Sunny,16.34,2239
2019-02,87.28,Ibom Food Fest,Sunny,41,2170
2019-03,76.67,Ibeno Beach,Sunny,4.82,1747
2019-04,88.52,Ibeno Beach,Cloudy,30.38,1520
2019-05,73.54,Ibaka,Sunny,21.17,1735
2019-06,82.93,Ibeno Beach,Stormy,43.98,1427
2019-07,91.32,Ibeno Beach,Rainy,137.01,1532
2019-08,91.67,Local Sports Event,Cloudy,60.35,1484
2019-09,84.23,Ibaka,Sunny,19.77,1671
2019-10,74.13,Ibeno Beach,Sunny,36.52,1708
2019-11,92.72,Ibaka,Cloudy,300,1418
2019-12,79.59,9999 Carol Night,Sunny,45.47,2175
2020-01,89.88,Ibaka,Cloudy,16.94,1993
2020-02,60.8,Local Sports Event,Rainy,136.83,2000
2020-03,96.36,Ibeno Beach,Sunny,23.83,1701
2020-04,72.95,Ibeno Beach,Sunny,41.82,1688
2020-05,60.98,Ibeno Beach,Rainy,274.96,1479
2020-06,71.68,Ekpo Display,Sunny,8.74,1688
2020-07,87.06,Ekpo Display,Cloudy,119.64,1490
2020-08,70.91,Ekpo Display,Sunny,37.48,1682
2020-09,89.29,Ibaka,Rainy,289.01,1469
2020-10,88.53,Local Sports Event,Sunny,46.39,1689
2020-11,93.78,Ibom Food Fest,Sunny,33.72,1652
2020-12,99.45,Ibom Food Fest,Sunny,20.02,2187
2021-01,66.09,Ibom Food Fest,Stormy,206.12,1895
2021-02,77.55,Local Sports Event,Sunny,3.21,2202
2021-03,76.74,Ekpo Display,Rainy,28.88,1511
2021-04,73.03,Ibom Food Fest,Cloudy,17.86,1525
2021-05,74.98,Local Sports Event,Rainy,227.8,1463
2021-06,91,Ekpo Display,Sunny,29.83,1701
2021-07,73.17,Local Sports Event,Sunny,41.51,1700
2021-08,84.26,Ibaka,Sunny,15.44,1680
2021-09,92.65,Ibaka,Sunny,26.13,1669
2021-10,84.53,Local Sports Event,Sunny,32.61,1662
2021-11,94.29,Ibeno Beach,Sunny,6.47,1657
2021-12,74.91,Ibom Food Fest,Cloudy,26.07,2015
2022-01,92.81,Ibom Food Fest,Sunny,31.71,2201
2022-02,96.65,Local Sports Event,Cloudy,42.21,1988
2022-03,74.13,Ibeno Beach,Sunny,31.26,1667
2022-04,71.63,Local Sports Event,Stormy,230.6,1336
2022-05,90.36,Local Sports Event,Rainy,117.47,1463
2022-06,82.69,Ekpo Display,Rainy,33.66,1532
2022-07,78.43,Ibom Food Fest,Sunny,0.1,1671
2022-08,74.07,Local Sports Event,Sunny,34.73,1677
2022-09,60.96,Ibom Food Fest,Rainy,93.22,1534
2022-10,76.37,Ibeno Beach,Stormy,29.9,1358
2022-11,80.89,Ibeno Beach,Rainy,172.84,1502
2022-12,89.08,Ibeno Beach,Cloudy,156.91,2005
2023-01,62.59,Ibom Food Fest,Cloudy,238.48,1975
2023-02,80.33,Ibom Food Fest,Stormy,147.24,1870
2023-03,99.53,Ibeno Beach,Sunny,36.37,1686
2023-04,72.35,Local Sports Event,Sunny,38.93,1732
2023-05,64.36,Ibom Food Fest,Cloudy,155.78,1484
2023-06,81.16,Ibom Food Fest,Sunny,5.61,1716
2023-07,74.69,Ibom Food Fest,Sunny,11.23,1685
2023-08,98.28,Ekpo Display,Rainy,152.59,1527
2023-09,96.29,Local Sports Event,Rainy,191.36,1474
2023-10,77.78,Ibaka,Cloudy,124.95,1500
2023-11,88.58,Ekpo Display,Sunny,17.85,1667
2023-12,91.62,Ibom Food Fest,Sunny,21.54,2235
2004-01,98.86,Ibaka,Stormy,145.66,1894
2004-02,98.54,Ibeno Beach,Sunny,14.31,2155
2004-03,87.38,Ibaka,Sunny,27.43,1664
2004-04,96.93,Ekpo Display,Cloudy,212.42,1454
2004-05,98.3,Ibaka,Rainy,118.46,1457
2004-06,91.73,Ekpo Display,Sunny,35.87,1705
2004-07,86.24,Ekpo Display,Sunny,18.33,1700
2004-08,85.7,Ibaka,Cloudy,119.37,1529
2004-09,90.1,Ibeno Beach,Sunny,31.82,1692
2004-10,94.8,Ekpo Display,Sunny,14.28,1679
2004-11,93.24,Ekpo Display,Rainy,248.09,1492
2004-12,73.16,Ibaka,Sunny,9.08,2234
2005-01,64.14,Ekpo Display,Cloudy,23.96,2028
2005-02,62.97,Ekpo Display,Sunny,8.47,2217
2005-03,75.35,Ibaka,Cloudy,101.89,1520
2005-04,82.19,Ekpo Display,Sunny,2.42,1735
2005-05,66.71,Ibaka,Rainy,251.64,1472
2005-06,83.61,Ekpo Display,Sunny,25.73,1689
2005-07,89.47,Ibeno Beach,Cloudy,87.54,1475
2005-08,94.49,Ibeno Beach,Cloudy,190.77,1520
2005-09,65.7,Ibeno Beach,Sunny,1.01,1708
2005-10,93.85,Ibeno Beach,Sunny,17.33,1666
2005-11,90.96,Ibaka,Sunny,12,1729
2005-12,75.01,Ekpo Display,Cloudy,55.59,2035
2006-01,94.62,Ekpo Display,Cloudy,234.86,1974
2006-02,60.42,Ibeno Beach,Sunny,11.8,2170
2006-03,73.27,Ibaka,Sunny,14.41,1744
2006-04,96.59,Ekpo Display,Cloudy,35.54,1457
2006-05,93.89,Ibaka,Stormy,23.65,1357
2006-06,90.94,Ekpo Display,Sunny,21.13,1746
2006-07,65.81,Ekpo Display,Sunny,44.35,1654
2006-08,75.34,Ekpo Display,Sunny,2.94,1720
2006-09,71.24,Ibeno Beach,Sunny,31.97,1703
2006-10,79.67,Ibaka,Stormy,181.98,1385
2006-11,99.63,Ibeno Beach,Sunny,24.8,1740
2006-12,87.91,Ibeno Beach,Rainy,43.95,1990
2007-01,98.78,Ekpo Display,Rainy,39.55,2050
2007-02,71.72,Ibeno Beach,Cloudy,33.55,1969
2007-03,65.24,Ekpo Display,Rainy,127.28,1531
2007-04,77.62,Ibaka,Sunny,43.43,1687
2007-05,82.33,Ibeno Beach,Sunny,42.37,1687
2007-06,63.14,Ibeno Beach,Sunny,38.92,1707
2007-07,62.93,Ibaka,Cloudy,240.6,1408
2007-08,85.03,Ibaka,Cloudy,26.51,1475
2007-09,89.01,Ibeno Beach,Sunny,29.77,1729
2007-10,88.69,Ibaka,Rainy,106.97,1532
2007-11,83.76,Ibeno Beach,Cloudy,16.02,1460
2007-12,81.55,Ibeno Beach,Sunny,20.19,2171
2008-01,66.48,Ibeno Beach,Sunny,9.7,2175
2008-02,88.65,Ibaka,Sunny,13.05,2198
2008-03,77.46,Ibeno Beach,Stormy,178.21,1428
2008-04,83.68,Ekpo Display,Stormy,209.51,1345
2008-05,67.42,Ekpo Display,Cloudy,88.27,1456
2008-06,72.43,Ibeno Beach,Sunny,33.53,1682
2008-07,65.23,Ibeno Beach,Sunny,47,1672
2008-08,80.35,Ibaka,Sunny,9.08,1690
2008-09,78.38,Ekpo Display,Cloudy,140.05,1542
2008-10,74.46,Ibaka,Rainy,275.68,1454
2008-11,66.24,Ibaka,Sunny,25.66,1679
2008-12,62.47,Ibeno Beach,Cloudy,110.08,1954
2009-01,96.21,Ibeno Beach,Sunny,11.77,2225
2009-02,82.74,Ibeno Beach,Rainy,171.94,2019
2009-03,77.61,Ibeno Beach,Cloudy,232.02,1465
2009-04,90.11,Ibaka,Sunny,40.69,1697
2009-05,69.98,Ekpo Display,Sunny,7.71,1742
2009-06,84.27,Ibaka,Sunny,47.36,1659
2009-07,69.46,Ekpo Display,Cloudy,165.28,1506
2009-08,71.83,Ibaka,Cloudy,95.49,1500
2009-09,96.28,Ibeno Beach,Sunny,27.41,1698
2009-10,61.8,Ibaka,Sunny,24.47,1745
2009-11,72.35,Ibaka,Rainy,45.85,1470
2009-12,96.89,Ibeno Beach,Sunny,13.07,2182
2010-01,96.12,Ibaka,Sunny,25.9,2217
2010-02,82.64,Ekpo Display,Cloudy,10.48,1973
2010-03,69.57,Ekpo Display,Cloudy,162.16,1483
2010-04,91.04,Ibeno Beach,Sunny,13.92,1690
2010-05,62.5,Ekpo Display,Cloudy,201.11,1471
2010-06,83.31,Ekpo Display,Cloudy,237.7,1443
2010-07,90.52,Ibeno Beach,Sunny,25.11,1670
2010-08,89.26,Ibeno Beach,Sunny,43.36,1677
2010-09,78.07,Ekpo Display,Sunny,3.36,1743
2010-10,95.28,Ibaka,Cloudy,65.8,1489
2010-11,93.56,Ibeno Beach,Sunny,28.85,1745
2010-12,63.72,Ibaka,Sunny,3.19,2240
2011-01,91.72,Ibeno Beach,Stormy,175.65,1850
2011-02,82.54,Ibaka,Cloudy,210.63,1989
2011-03,95.11,Ibaka,Cloudy,14.41,1496
2011-04,67.49,Ibaka,Cloudy,40.2,1465
2011-05,87.84,Local Sports Event,Cloudy,25.82,1473
2011-06,96.89,Ibom Food Fest,Stormy,268.79,1362
2011-07,94.7,Ekpo Display,Cloudy,153.51,1495
2011-08,67.5,Local Sports Event,Sunny,35.94,1671
2011-09,84.36,Ibeno Beach,Sunny,47.87,1671
2011-10,76.02,Ibaka,Sunny,20.11,1651
2011-11,97.14,Ibeno Beach,Stormy,237.91,1388
2011-12,91.85,Local Sports Event,Sunny,41.68,2152
2012-01,63.92,Ibom Food Fest,Cloudy,180.78,2041
2012-02,98.68,Ibeno Beach,Sunny,46.89,2197
2012-03,87.85,Ibaka,Stormy,108.63,1367
2012-04,91.47,Local Sports Event,Cloudy,17.85,1547
2012-05,67.01,Ibom Food Fest,Sunny,34.1,1695
2012-06,98.98,Ibaka,Cloudy,152.07,1543
2012-07,84.83,Ekpo Display,Sunny,28.89,1714
2012-08,67.05,Ekpo Display,Sunny,38.94,1655
2012-09,75.55,Ibeno Beach,Sunny,12.51,1654
2012-10,61.32,Ibeno Beach,Cloudy,174.56,1528
2012-11,96.87,Ibom Food Fest,Rainy,39.31,1493
2012-12,66.44,Ibom Food Fest,Cloudy,108.81,1975
2013-01,84.9,Ibeno Beach,Sunny,21.42,2163
2013-02,83.4,Ibaka,Rainy,142.97,1956
2013-03,95.19,Ekpo Display,Sunny,18.25,1733
2013-04,74.6,Local Sports Event,Cloudy,252.58,1475
2013-05,77.16,Local Sports Event,Sunny,14.47,1720
2013-06,87.07,Ibeno Beach,Sunny,18.24,1711
2013-07,96.38,Local Sports Event,Sunny,47.14,1719
2013-08,84.83,Ibaka,Sunny,36.84,1685
2013-09,85.26,Ibaka,Sunny,43.47,1712
2013-10,95.01,Ibom Food Fest,Sunny,41.21,1717
2013-11,92.51,Local Sports Event,Cloudy,201.64,1434
2013-12,73.4,Ibaka,Cloudy,135.58,1977
2014-01,90.01,Local Sports Event,Cloudy,11.89,1984
2014-02,93.73,Ibeno Beach,Rainy,23.38,2039
2014-03,86.41,Ibeno Beach,Stormy,257.85,1332
2014-04,70.09,Ibaka,Sunny,11.35,1729
2014-05,82.59,Ibom Food Fest,Sunny,35.3,1677
2014-06,63.75,Ekpo Display,Sunny,41.48,1672
2014-07,61.11,Local Sports Event,Cloudy,66.12,1502
2014-08,93.78,Ekpo Display,Sunny,39.79,1659
2014-09,80.1,Ibaka,Cloudy,105.94,1486
2014-10,77.27,Local Sports Event,Sunny,8.77,1685
2014-11,83.41,Ibaka,Sunny,17.03,1713
2014-12,60.68,Local Sports Event,Rainy,34.57,2016
2015-01,96.82,Local Sports Event,Rainy,231.88,1949
2015-02,74.76,Ekpo Display,Sunny,41.93,2163
2015-03,90.65,Ibaka,Rainy,209.05,1464
2015-04,63.67,Ibeno Beach,Sunny,36.36,1681
2015-05,73.13,Local Sports Event,Sunny,40,1672
2015-06,90.34,Local Sports Event,Sunny,35.51,1653
2015-07,61.2,Ibeno Beach,Cloudy,185.58,1451
2015-08,62.04,Ekpo Display,Sunny,46.88,1716
2015-09,67.23,Local Sports Event,Sunny,24.75,1689
2015-10,63.93,Local Sports Event,Cloudy,102.24,1528
2015-11,94.62,Local Sports Event,Rainy,23.94,1451
2015-12,61.27,Ibeno Beach,Sunny,37.78,2215
2016-01,94.13,Ibeno Beach,Rainy,240.03,1994
2016-02,79.11,Ibaka,Rainy,165.13,1980
2016-03,83.82,Ibom Food Fest,Cloudy,185.64,1538
2016-04,81.68,Ibom Food Fest,Cloudy,167.13,1488
2016-05,98.5,Ibeno Beach,Sunny,21.91,1668
2016-06,68.13,Ibom Food Fest,Sunny,22.53,1715
2016-07,61.56,Local Sports Event,Sunny,4.82,1692
2016-08,84.01,Ibaka,Sunny,24.83,1684
2016-09,90.84,Ibom Food Fest,Rainy,262.75,1421
2016-10,85.91,Ibeno Beach,Sunny,28.41,1672
2016-11,90.76,Ekpo Display,Stormy,207.71,1367
2016-12,65.63,Ekpo Display,Rainy,102.41,2035
2017-01,92.71,Ibom Food Fest,Cloudy,225.88,1960
2017-02,64.06,Ekpo Display,Cloudy,240.55,1954
2017-03,80.81,Ekpo Display,Sunny,21.11,1745
2017-04,89.05,Ibeno Beach,Sunny,38.8,1683
2017-05,63.58,Local Sports Event,Sunny,18.13,1681
2017-06,94.25,Ibaka,Sunny,26.44,1708
2017-07,82.45,Local Sports Event,Rainy,72.24,1487
2017-08,66.29,Local Sports Event,Sunny,39.25,1723
2017-09,99.3,Ibeno Beach,Cloudy,125.46,1476
2017-10,96.77,Ibaka,Sunny,9.71,1720
2017-11,64.96,Ibeno Beach,Sunny,9.69,1741
2017-12,65.56,Ibom Food Fest,Cloudy,132.72,1993
2018-01,90.62,Ibom Food Fest,Cloudy,146.92,1970
2018-02,99.57,Local Sports Event,Sunny,38.86,2162
2018-03,94.84,Ibom Food Fest,Cloudy,164.97,1515
2018-04,87.08,Ekpo Display,Sunny,12.19,1684
2018-05,64.71,Ibaka,Sunny,23.93,1738
2018-06,63.16,Ibom Food Fest,Cloudy,248.8,1470
2018-07,95.38,Ibeno Beach,Stormy,75.15,1354
2018-08,93.1,Ekpo Display,Sunny,43.13,1748
2018-09,97.11,Ekpo Display,Sunny,16.85,1690
2018-10,60.96,Local Sports Event,Stormy,259.65,1363
2018-11,74.76,Ekpo Display,Sunny,37.95,1697
2018-12,92.84,Ibeno Beach,Cloudy,281.87,1910
2019-01,97.58,Ibeno Beach,Rainy,196.41,1952
2019-02,80.87,Ibom Food Fest,Cloudy,16.76,2044
2019-03,78.84,Local Sports Event,Sunny,27.98,1728
2019-04,97.43,Ibaka,Sunny,38.9,1716
2019-05,97.14,Local Sports Event,Rainy,144.31,1458
2019-06,75.36,Ibom Food Fest,Rainy,270.18,1428
2019-07,67.94,Ibom Food Fest,Rainy,0.54,1514
2019-08,92.42,Ekpo Display,Sunny,47.9,1723
2019-09,68.44,Ibaka,Rainy,254.34,1492
2019-10,67.67,Local Sports Event,Sunny,41.78,1691
2019-11,82.37,Ibaka,Sunny,2.14,1739
2019-12,94.79,Ekpo Display,Cloudy,226.97,1918
2020-01,60.43,Local Sports Event,Cloudy,215.64,1906
2020-02,88.8,Ibeno Beach,Stormy,94.58,1880
2020-03,87.4,Ibaka,Sunny,12.98,1656
2020-04,75.52,Ibaka,Cloudy,262.3,1461
2020-05,67.87,Ibom Food Fest,Cloudy,235.06,1473
2020-06,83.66,Ibom Food Fest,Cloudy,189.32,1529
2020-07,63.24,Local Sports Event,Stormy,260.74,1348
2020-08,73.61,Ibom Food Fest,Rainy,270.24,1439
2020-09,89.08,Ibeno Beach,Sunny,16.82,1720
2020-10,63.57,Ibeno Beach,Sunny,5,1712
2020-11,98.43,Ibom Food Fest,Cloudy,27.26,1478
2020-12,76.05,Ibom Food Fest,Rainy,106.39,1984
2021-01,68.6,Ibeno Beach,Rainy,23.79,2006
2021-02,61.36,Ibom Food Fest,Cloudy,61.42,1955
2021-03,73.42,Ibeno Beach,Sunny,17.51,1688
2021-04,75.88,Local Sports Event,Sunny,48.08,1665
2021-05,79.62,Ekpo Display,Cloudy,156.78,1526
2021-06,66.25,Ibeno Beach,Rainy,42.2,1458
2021-07,98.15,Ekpo Display,Sunny,1.94,1656
2021-08,64.1,Ibeno Beach,Sunny,35.64,1707
2021-09,77.77,Ibom Food Fest,Sunny,35.24,1716
2021-10,66.77,Ibaka,Stormy,209.28,1300
2021-11,60.62,Ibaka,Rainy,166.8,1456
2021-12,80.48,Ekpo Display,Sunny,31.21,2233
2022-01,97.52,Local Sports Event,Sunny,16.91,2162
2022-02,81.06,Ibeno Beach,Sunny,24.05,2205
2022-03,68.97,Ekpo Display,Sunny,6.75,1728
2022-04,63.07,Local Sports Event,Stormy,216.56,1389
2022-05,87.44,Ekpo Display,Cloudy,160.8,1515
2022-06,94.35,Ibeno Beach,Stormy,296.74,1373
2022-07,75.9,Ekpo Display,Cloudy,174.95,1512
2022-08,83.22,Local Sports Event,Sunny,45.88,1675
2022-09,93.33,Local Sports Event,Rainy,136.81,1550
2022-10,89.2,Ibeno Beach,Cloudy,157.69,1515
2022-11,88.12,Ekpo Display,Sunny,31.26,1744
2022-12,71.97,Ibaka,Sunny,43.28,2248
2023-01,96.42,Ekpo Display,Cloudy,220.28,1969
2023-02,79.66,Ibaka,Sunny,4.23,2200
2023-03,81.52,Ekpo Display,Sunny,12.73,1682
2023-04,97.57,Local Sports Event,Cloudy,183.07,1504
2023-05,64.02,Ibom Food Fest,Sunny,48.95,1661
2023-06,65.88,Ibom Food Fest,Rainy,54.03,1461
2023-07,83.95,Local Sports Event,Sunny,28.75,1682
2023-08,89.38,Ibeno Beach,Sunny,28.9,1697
2023-09,60.6,Ibom Food Fest,Cloudy,33.17,1477
2023-10,98.65,Ekpo Display,Cloudy,291.49,1475
2023-11,99.39,Ibom Food Fest,Rainy,214.38,1443
2023-12,98.72,Ibaka,Stormy,182.76,1878
2004-01,86.5,Ibaka,Cloudy,235.44,1921
2004-02,97.06,Ekpo Display,Rainy,21.9,1994
2004-03,66.12,Ibeno Beach,Cloudy,41.01,1534
2004-04,64.4,Ibeno Beach,Rainy,182.25,1522
2004-05,91.06,Ibeno Beach,Stormy,245.31,1380
2004-06,66.12,Ibeno Beach,Cloudy,111.83,1517
2004-07,78,Ekpo Display,Stormy,103.35,1371
2004-08,85.77,Ibeno Beach,Cloudy,253.29,1421
2004-09,92.44,Ibaka,Sunny,3.55,1743
2004-10,94.83,Ekpo Display,Cloudy,225.86,1440
2004-11,61.71,Ibaka,Rainy,87.39,1451
2004-12,74.73,Ekpo Display,Sunny,31.98,2247
2005-01,75.45,Ekpo Display,Sunny,42.47,2238
2005-02,82.54,Ekpo Display,Cloudy,211.44,1999
2005-03,83.66,Ibeno Beach,Cloudy,226.53,1491
2005-04,64.28,Ekpo Display,Sunny,13.32,1675
2005-05,98.44,Ekpo Display,Sunny,6.09,1663
2005-06,84.84,Ekpo Display,Rainy,113.28,1542
2005-07,81.31,Ibaka,Cloudy,133.67,1456
2005-08,78.54,Ekpo Display,Sunny,30.36,1742
2005-09,66.6,Ekpo Display,Sunny,41.13,1728
2005-10,71.95,Ibeno Beach,Sunny,17.9,1681
2005-11,80.58,Ibaka,Rainy,140.42,1532
2005-12,89.37,Ekpo Display,Sunny,33.95,2182
2006-01,94.66,Ekpo Display,Sunny,30.86,2207
2006-02,65.42,Ibaka,Sunny,19.15,2210
2006-03,97.01,Ibaka,Cloudy,104.77,1546
2006-04,81.44,Ibaka,Cloudy,239.48,1474
2006-05,82.97,Ibeno Beach,Cloudy,26.52,1527
2006-06,99.15,Ibeno Beach,Sunny,48.69,1684
2006-07,83.35,Ekpo Display,Rainy,92.83,1547
2006-08,65.31,Ibeno Beach,Sunny,46.55,1714
2006-09,84.38,Ibaka,Rainy,215.91,1490
2006-10,97.45,Ibeno Beach,Cloudy,249.22,1429
2006-11,88.98,Ibaka,Sunny,29.23,1662
2006-12,71.62,Ekpo Display,Sunny,25.65,2177
2007-01,90.58,Ibeno Beach,Sunny,4.66,2209
2007-02,83.07,Ibeno Beach,Rainy,99.67,2032
2007-03,79.42,Ibaka,Sunny,11.23,1716
2007-04,96.57,Ibaka,Sunny,30.32,1702
2007-05,67.14,Ibaka,Sunny,7.54,1742
2007-06,92.8,Ibaka,Sunny,25.48,1728
2007-07,66.91,Ibaka,Sunny,38.67,1652
2007-08,64.49,Ibaka,Sunny,15.77,1658
2007-09,60.35,Ekpo Display,Sunny,25.7,1681
2007-10,75.99,Ibeno Beach,Sunny,24.82,1701
2007-11,63.85,Ibaka,Cloudy,152.81,1525
2007-12,87.32,Ibeno Beach,Cloudy,49.03,2040
2008-01,78.62,Ekpo Display,Cloudy,166.71,2002
2008-02,90.08,Ekpo Display,Sunny,48.2,2245
2008-03,63.66,Ibaka,Cloudy,194.07,1455
2008-04,78.42,Ibaka,Sunny,16.14,1679
2008-05,88.35,Ekpo Display,Sunny,17.89,1656
2008-06,71.99,Ibeno Beach,Cloudy,288.41,1421
2008-07,64.38,Ibaka,Cloudy,66.65,1535
2008-08,60.02,Ibaka,Cloudy,184.9,1457
2008-09,89.3,Ekpo Display,Sunny,1.96,1714
2008-10,70.66,Ibeno Beach,Cloudy,190.88,1453
2008-11,71.78,Ibeno Beach,Sunny,8.87,1689
2008-12,67.35,Ibeno Beach,Cloudy,59.58,2028
2009-01,88.89,Ibeno Beach,Sunny,35.82,2197
2009-02,66.95,Ibaka,Sunny,36.61,2224
2009-03,99.17,Ekpo Display,Sunny,23.64,1726
2009-04,63.43,Ibaka,Cloudy,174.84,1483
2009-05,88.92,Ibaka,Stormy,243.73,1381
2009-06,60.9,Ibaka,Sunny,38.85,1727
2009-07,68.02,Ekpo Display,Sunny,4.68,1696
2009-08,73,Ibeno Beach,Cloudy,32.95,1486
2009-09,96.44,Ibeno Beach,Cloudy,103.41,1519
2009-10,94.45,Ekpo Display,Cloudy,133.62,1535
2009-11,69.6,Ibaka,Rainy,70.09,1474
2009-12,73.61,Ibeno Beach,Sunny,30.87,2242
2010-01,89.15,Ekpo Display,Cloudy,223.29,1956
2010-02,95.76,Ibaka,Rainy,242.48,1935
2010-03,93.27,Ekpo Display,Sunny,8.49,1672
2010-04,88.29,Ibeno Beach,Sunny,44.78,1730
2010-05,70.13,Ibaka,Cloudy,81.98,1476
2010-06,87.23,Ekpo Display,Cloudy,188.65,1525
2010-07,64.43,Ibeno Beach,Sunny,28.38,1726
2010-08,95.35,Ibaka,Sunny,38.72,1739
2010-09,66.86,Ibaka,Sunny,35.35,1691
2010-10,84.6,Ibaka,Cloudy,49.26,1511
2010-11,99.48,Ibaka,Sunny,9.12,1722
2010-12,79.16,Ekpo Display,Cloudy,136.09,1965
2011-01,62.04,Ibeno Beach,Sunny,40.64,2240
2011-02,71.58,Ibeno Beach,Sunny,21.04,2150
2011-03,81.2,Ibom Food Fest,Stormy,241.05,1332
2011-04,90.83,Ekpo Display,Sunny,0.77,1745
2011-05,90.11,Ekpo Display,Rainy,92.53,1490
2011-06,80.26,Ekpo Display,Rainy,29.98,1479
2011-07,97.31,Local Sports Event,Sunny,23.37,1653
2011-08,71.65,Ibaka,Sunny,44.3,1709
2011-09,89.63,Ekpo Display,Rainy,39.86,1480
2011-10,99.06,Ibaka,Rainy,296.89,1486
2011-11,86.04,Ibaka,Sunny,6.75,1684
2011-12,64.46,Ibeno Beach,Cloudy,273.41,1980
2012-01,93.89,Ibaka,Sunny,4.62,2237
2012-02,94.86,Ekpo Display,Cloudy,261.34,1965
2012-03,84.32,Ibaka,Sunny,2.09,1678
2012-04,86.97,Ibeno Beach,Sunny,20.47,1703
2012-05,68.47,Ekpo Display,Sunny,45.43,1653
2012-06,68.91,Ibom Food Fest,Rainy,254.19,1451
2012-07,77.97,Ibaka,Sunny,12.56,1724
2012-08,71.96,Ibom Food Fest,Sunny,29.98,1714
2012-09,83.53,Ekpo Display,Stormy,281.63,1357
2012-10,82.33,Ibeno Beach,Rainy,299.48,1439
2012-11,86,Ibom Food Fest,Cloudy,38.98,1476
2012-12,80.33,Ekpo Display,Sunny,15.8,2204
2013-01,65.47,Ibaka,Cloudy,270.7,1953
2013-02,87.78,Ekpo Display,Sunny,16.02,2227
2013-03,90.25,Ekpo Display,Sunny,7.81,1724
2013-04,75.6,Ibaka,Cloudy,179.29,1535
2013-05,92.86,Ekpo Display,Cloudy,39.51,1505
2013-06,89.98,Ibom Food Fest,Cloudy,25.32,1492
2013-07,89.63,Ibom Food Fest,Sunny,42.08,1705
2013-08,90.48,Ibom Food Fest,Sunny,42.29,1750
2013-09,64.98,Ibaka,Sunny,5.37,1666
2013-10,64.61,Local Sports Event,Rainy,165.64,1450
2013-11,91.81,Ibom Food Fest,Sunny,34.79,1650
2013-12,76.45,Ekpo Display,Sunny,40.7,2242
2014-01,84.72,Ibeno Beach,Rainy,85.92,2025
2014-02,67.72,Ekpo Display,Cloudy,36.33,1992
2014-03,63.97,Ekpo Display,Sunny,44.84,1696
2014-04,98.44,Ibeno Beach,Sunny,41.02,1668
2014-05,87.32,Ekpo Display,Sunny,23.65,1663
2014-06,88.99,Ibaka,Sunny,39.81,1679
2014-07,87.2,Local Sports Event,Cloudy,40.11,1542
2014-08,69.18,Ibaka,Sunny,13.17,1704
2014-09,90.81,Ibeno Beach,Sunny,8.88,1717
2014-10,83.52,Ibeno Beach,Sunny,13.85,1661
